Title,rating-other-user-rating,text,review-date
Awesomeness of the cute Panda,10,"My opinion:-- KungFuPanda is the best animated movie so far. I have seen almost all of them (toystory,incredibles,ratatullie,shrek,iceAge you name it). But KungFuPanda beats all of them. I enjoyed it thoroughly. It made us laugh like anything. Very good comedy scenes, well crafted anime art, Good action sequences, good Chinese landscapes, and very well told story. The screenplay is great. Special mention to the voices. Jack Black Rocks !! He blends into PO as if he was born to voice for PO. Dustin Hoffman suits perfect for Master Shifu. Dreamworks has surprisingly given an awesome anime picture. My 10 out of 10. I'm gonna watch this movie again. Highly Recommended.",27 June 2008
I went to theaters to see it twice!,10,"I enjoyed this movie a lot. Funny from beginning to end. Great special effects and animation. Engaging story and great voice acting. Jack Black really pulled it off and the complementing voices of Angelina Jolie and Jackie Chan really made this film shine.Jack Black brings his characteristic humor to this movie with great lines such as ""There is no charge for awesomeness, and attractiveness."" and a general style that makes him...Jack Black!The story was not only engaging but had real life lessons that are good for anyone to learn. It gave what seems like a child movie some depth. It might not change your life, but it sure is worth the $9.50 price of admission where I go to watch it.",18 June 2008
Panda Made for a Happy Day,10,"My boyfriend and I had to choose between this movie and the Zohan. Needless to say we were both glad we chose Kung Fu Panda. I would rather have sat through this movie with a bunch of rambunctious kids than an action thriller with a bunch of obnoxious teens. The animation was up several levels by entertaining the adults with fast paced action segments speckled with the genius humor of Jack Black. There was so much of this movie that no one but Jack Black could pull off. The special and sound effects were better, in my opinion, than Ratatouille. The dishes clanking, the light shining off metal objects..fabulous. Town characters were enjoyable, cute and entertaining for the little ones...and it was a refreshing time to see so many adults relax and laugh as heartily as the little ones. The scenery was at times so realistic and breathtaking. Yes...the ""skadoosh"" segment was hilarious. As were many other points in the movie. The voice cast was wonderful. Clark Duncan was intimidating, funny, and I think the little ones were endeared to him even though he was a big burly character. Hoffman..wow...several times I had to remind myself it was his voice. I really hope there is a sequel...I bet millions of kids will hope so too.",8 June 2008
Turtles and Wisdom,,"Dreamworks has finally made a cartoon I can stand. It has finally outgrown the limits of its founders, three men an the attitude of good enough. They've for the first time put more money into one of these than in the promotion of it. They've finally weaned themselves from the contracts with Microsoft.Three things impressed me. One was the attention to the characters, at least the top three. This really was world class. You can see it both in the writing and in the subtle way their faces are rendered. No expression is direct or static. Every expression fleets through a number of emotions. Its what good actors do, but animators aren't limited by the human instrument, so can make the expression of expressions more theatrical and therefore more effective. They did well here, wisely focusing on mouths and not eyes. (They still do poorly with teeth.)The third thing was the use of vertical space. They are catching up, and its only notable because it isn't Pixar/Disney. But it means that now even the dullest of animation shops has adopted the rule that when you can, use that third dimension in a way that physical cameras cannot. What they do here is not remarkable compared to what others are doing. But it is remarkable when the fat kid in the class gets interested in aerobics, the laggard thinks being smart is finally coolThis has one well engineered fold. It starts with a highly abstract cartoon. We know it is a cartoon, because it advertises itself this way. Then we are told it was only a dream, essentially the movie within the movie. This is at the same time the real cartoon starts, but we register it as reality. Its a good trick.Ted's Evaluation -- 2 of 3: Has some interesting elements.",15 June 2008
The best animated film from Dreamworks,8,"""Kung Fu Panda"" is easily the best film ever made by the Dreamworks animation studio. It was even better than ""Shrek"" and ""Over the Hedge"" (Both very good films) The animation was quite well made: Not only the characters look more ""Alive"" than in many other CGI productions, but also the atmosphere looks stylish and more than adequate for the tone of the film. The characters were very likable and the action scenes were not only very funny to watch, but also were much better directed than other boring live action films like ""300"" or ""Pathfinder"". Jack Black was great in his role as the main character, and the cast did a great job as well. I highly recommend this film to anyone! It has fun, action and adorable and likable characters. This is one of the best films of the 2008, along with ""Wall-E"". 10/10",17 June 2010
"Nothing Uproarious But Warm, Colorful & Likable",8,"This was a nice movie with likable characters but, frankly, I didn't find it anything memorable. Yes, it was beautiful artwork but I read where it was the most beautiful animation ever put on screen, and I didn't find it lived up to that. I guess my expectations were sky high, which made it almost impossible to meet. The story could have used more laughs, too. I think that was the main thing that slightly disappointed me: the humor was mild, not laugh-out-loud funny.Having said all that, it was enjoyable and it will put numerous smiles on your face as you watch it. I guess ""pleasant,"" ""agreeable,"" ""warm,"" etc., would be better words to describe the film. It is pretty, too, especially on Blu-Ray. I imagine this looked awesome on IMAX in the theater.Jack Black does a nice job of voicing the main character, ""Po,"" the panda that surprised everyone, including himself, on what he could achieve if he set his mind to it. That's another plus for the film: nice messages.Kids should like this more than adults but grownups will enjoy it, too.",23 November 2008
Awesome Colourful Kung Fu Creatures,,"'Kung Fu Panda' is another delightfully entertaining flick to come out this summer. Osbourne and Stevenson do a fine job in directing. What I really liked about the film is the sincere effort behind it and its lack of pretension and use of clichés. The directors stay focused on the main story which is Po's struggle. I could really relate to Po's dream and love for Kung Fu and his disappointment and lack of faith in failing to be successful in doing what he loves. The stellar voice cast that includes names like Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane, Jackie Chan, Lucy Liu, David Cross and Randall Duk Kim is impressive but it is Jack Black's show all the way, followed by Dustin Hoffman. Black's comic timing is wonderful as he provides some of the very memorable laugh-out-loud moments and he brilliantly succeeds in making Po both endearing and funny. I would never have guessed that Hoffman was behind the voicing of Shifu. The actor does an excellent job. I wish Jackie Chan had more lines. The music and CGI are good enough. There's a lot of energy. It's colourful and very appealing to the eyes and it's funny as hell. What's not to love? In my opinion, 'Kung Fu Panda' is a winner with both adults and kids.",12 September 2008
What a perfect gem of a movie...,10,"This is just the sweet spot you want - animation perfection coupled with a fine story that delivers an extremely enjoyable, very funny lovely gum drop of a film.I think Dreamworks has easily surpassed Shrek (the first) with Kung Fu Panda. ""Shrek"" was great, but had so many puns because of the content (Fairy Tales) that it was almost too easy.With the law-of-diminishing returns Shreks and the passably funny Madagascar under their belt, I had low expectations for ""Kung Fu Panda."" Pleasant surprise is an understatement: the animators, screenwriters, storytellers, voice actors, and producers all brought their ""A game"" to this one. This should be considered at the very least a CGI animation and at worst a top 30 animation classic up there with the best from Disney and Pixar. I'd rate it very close to my Pixar favorites, ""The Incredibles,"" and ""Monsters, Inc."" I won't bother regurgitating the highlights of the plot - others have taken care of that. It's the quality of this movie that's stuck with me; e.g., more laugh-out-loud hilarious moments than I can possibly remember, the tightly woven plot, and the simple, yet powerful message that isn't weighted down with too much sentimentality. I was also drawn unexpectedly to the animation itself - it has such a strong, unique use of color I found that the palette was another element that lifted the film out of the ordinary dreck of CGI. This is just a great, fun, and very funny movie that is completely worth bringing the whole family to. Don't miss it.",23 June 2008
em..I think this movie is good for some children,10,"KungFu Panda is a cartoon and adventure movie! This movie is popular all over the world.Not only children like it, there are many teenagers that like it too. This movie is also very popular in Korea.The Korean singer Rain is the vocalist for the soundtrack. So many Rain's fans are going to watch this movie. I think it is a good idea to make this movie popular all over the world.I also like this movie very much. I hope this movie becomes a very famous movie!I had already seen this movie,too. The movie is so much better than I thought it would be. It is very interesting and exiting! I think it is a better than any other cartoon movies.",21 June 2008
Fun Flick!,8,"If awesome fight sequences, crazy- mazing animation, and Funny humor are your thing GO SEE THIS MOVIE!Who saw this coming? No one, everyone went into this movie thinking that it would be a stupid kid's movie (and personally I thought some of it was a bit too mature for the little kiddies in OUR audience) From one of the most incredible animated fight sequences, to a chaotic jail escape, to a dramatic bridge fight, to a hilarious final showdown.Even though the movie does get serious at some points, it never takes itself seriously... did that make any sense? Jack Black is PERFECT in the role of Po the Panda, as are all of the other actors in their respective roles.What's the only bad thing about this movie? THE TITLE! Who's gonna go up to their friends and be like ""Oh yea Kung Fu Panda was AWESOME!"" (oh yea, that's right, ME!) I originally said that Wall- E looks like the best animated movie of the year but I can now say that it has competition (Wall-E will still be the best, but it officially has competition)",12 June 2008
Kung Fu Panda-- A Worthy Addition to the Kung Fu Movie Genre,8,"Watching this movie should easily explain why the Kung Fu Movie Genre simply refuses to die ever since movie technology was brought into China in late 1910s-- Kung Fu is essentially about self-cultivation, and so usually involves a human-interest story no matter how simple or complicated the plot is. And as others have noted, despite the lack of any real originality (Kung Fu Animals have been long existed in Chinese fantasy literature/ animation, see 1965's ""Uproar in Heaven"")-- Kung Fu Panda is done with such style and skill (or the Chinese would say, ""Kung Fu"") that it easily explains, again, why the Kung Fu Movie Genre simply refuses to die.In a word, the whole ""Kung Fu Animals-imitating-humans-imitating-Animal styles Kung Fu"" gimmick WORKED (not to mention the comical sight of a Panda imitating other animals)-- because I was enjoying the detail and complexity of the Kung Fu Animation in much the same way I would enjoy the athleticism and aesthetics of real-life Kung Fu Action. And unlike some western attempts at Kung Fu Movies (most recently, The Forbidden Kingdom), Kung Fu Panda suffered less of the awkwardness in mixing foreign languages/ characters with Chinese languages/ characters-- because it is populated solely by animals (Peace Valley is basically a poultry & pig farm/ community) and consistently set in fantasy/ mythical China (duh, there are Kung Fu Animals...).So I will give Kung Fu Panda the honor of rating it as a Kung Fu Movie-- being rated ""G"" (in most Asian countries, ""PG"" in most western countries) is no excuse. MAJOR MAJOR SPOILERS follow:1) Most Missed-Opportunity Fight Scenes: Oogway vs. Tai Lung, Tai Lung vs. Peace Valley, and all the other ""flashback"" fight scenes-- we never really get to see how amazing or dangerous Oogway or Tai Lung can be.2) Most Spectacular Fight Scene: Tai Lung vs. the Rhinoes-- things were blowing up and crashing down in a way which would have made Tsui Hark & Stephen Chow proud.3) Most Well-Choreographed Fight Scene: Po vs. Sifu-- truly a compendium of some of the best chopsticks moves in the Kung Fu Movie Genre.4) Most Awesome Fight Scene: the Furious Five vs. Tai Lung-- it was just awesome to see the Furious Five teaming up in their only fight scene (the sparring scenes don't count), which would have been perfect if they had a chance to do Formation Fighting.5) Most Fearsome Fight Scene: Tai Lung vs. Sifu-- the only ""serious"" fight in the movie, because both fighters were able AND willing to kill each other. Sifu would have died if this movie was made for an western adult audience (or made for/ by the Chinese).6) Most Predictable Fight Scene: Tai Lung vs Po-- Po defeating Tai Lung with the use of natural and environmental advantages (ala Jackie Chan) actually took the ""edge"" off this climatic fight in favor of comic relief and made it look too easy for Po (Tai Lung has beaten everyone else), so much so that the final blow looks questionable. It might have worked with a (Hong Kong, not US) Jackie Chan or Stephen Chow for the right balance of comedy & drama, but Jack Black's style of (over-)cockiness diminished any real sense of danger for me.7) Most Unexpectedly Beautiful Scenes: the 2-D Opening Sequence-- because the ""distorted"" perspectives of ink-painting and shadow puppetry aesthetics actually work better in 2-D; and the almost monochromatic ""passing"" of Oogway-- because it was SO simple.8) Most Unexpectedly Funny Scenes: ""I wish my mouth was bigger"" Noodle-scene, ""Maybe you should have another look"" Acupuncture-scene, and almost every one of the precious few moments given to Mantis (or any of the Kung Fu Masters at the temple)-- it was just unusually comical having them actually act/ talk ""normally"" (real Kung Fu Masters are usually quite sedate/ focused), instead of over-acting like Hollywood comedians.My only gripe is that beside Po, none of the named characters such as the tortoise Oogway (Chinese for ""tortoise""), the master/ teacher Sifu (Chinese for ""master/teacher""), the tigress Tigress (erm, you get the idea), etc. were given enough screen time-- despite having more interesting personalities and back-stories than Po, the typical Kung Fu Movie protagonist (see Jackie Chan's late 1970's break-out Kung Fu Movies). A prequel about how the fastidiously over-achieving Sifu managed to warp Tai Lung into an unscrupulous over-achiever would be much appreciated... and yes, I smell a toy/ TV/ movie franchise.Oh, and a final word about the beautiful Chinese landscapes and architecture-- well, I'm a bit hard to please cos I've seen & climbed the real thing (looks to me like Tai-shan or Mt. Tai, with its 10 km stairway, mixed with various other parts of China)... but yeah, the animators did a GREAT job. ;)",10 June 2008
Kung Fu-n,8,"Jack Black is on form with his latest outing 'Kung-Fu Panda' a funny and excellently animated tale of dreams, ambition, self belief and of course Kung-Fu. Po is a panda stuck in his job at his dads noodle shop but as he cooks and serves he secretly dreams of being a Kung-Fu master and part of crack fighting force 'The furious five'. Trained by Shifu the five are being groomed so one will become the Dragon master and protect the village from the wrath of the evil Tai Lung and in a hilarious set up that task falls to the reluctant Po. Cue comedy training scenes and 'Karate Kid' style balances on one leg as the clumsy and unfit Po tries to become the ultimate fighting force. With an all star cast of voice talent here, Black, Hoffman, Jolie and Chan to name but a few, the characters are instantly likable, but what sets this film apart is really the animation which is simply stunning and often uses matrix style slow motion to great effect as the camera whirls you round a fight scene that just stays the right side of not making you dizzy. The story despite being heavy on the morale of believing in yourself and you can do anything rhetoric is a strong one and the script is full of great jokes. Add to this some fun slapstick and it should have the adults laughing along with the kids. To quote Po 'there is no charge for awesomeness' well the price of a cinema ticket anyway, but I assure you its well worth it.",30 June 2008
And then there's two Pandas!! 'Po' and 'Shifu'.,10,"When a layperson is introduced to the opus of Chinese Martial Arts, the animals,birds and insects commonly present in fighting techniques are Tiger,Snake,Monkey,Leopard,Crane,Mantis,Eagle,Horse,Tortoise,10000 bees,Centipede,Scorpion,Gecko,Toad and several other relatively unknown styles.There's also the mythical Dragon style.But Panda ? No buddy, there's no Panda.And that's specifically the reason I loved this movie.The giant, lazy, slow animal ( Giant Panda ) with it's affinity for food ,having probably the least chance to make it up to Kung-Fu ranks, becomes a hero in this incredible movie.And his master 'Shifu' is a small Red Panda !!But don't get me wrong.Not by magic.The Giant Panda is a large animal with considerable strength and it can be fast when needed.Po the Giant Panda was unexpectedly chosen by Tortoise guru Oogway to defend their valley from the wrath of the snow leopard 'Tai Lung' who was raised by Kung-Fu master Shifu, who is a Red Panda himself.Shifu has five of the best as his students: Tiger, Viper, Crane,Monkey and Mantis.But not one of them, or even, all of them together can defeat the Snow Leopard who used to be the best and most powerful of all of Shifu's students.Sadly 'Tai Lung''s lust for power turned him into a merciless outlaw.Only with the help of Tortoise Guru ( Shifu's master )'Oogway' could Tai Lung be sent into Prison.However Tai Lung breaks prison in an outstanding animation sequence that can compare with Hollywood's best action scenes, and is slated to come back to the valley and wreak havoc in his quest for a 'Secret' power.And now according to Oogway, only the gentle Panda 'Po'( with enough theoretical, bookish knowledge but no Real Kung-Fu experience ) can stop him,and Shifu has to train him in unconventional ways.Watch this movie with your entire family and you will love every second of it.The climax could have been more gripping.Even then, for innovation, a 10 out of 10.",21 June 2008
Amazingly good,8,"After seeing the commercials on TV for this one, I didn't want to see it. It looked inane and more of a children's movie than one for adults. Today, though, my friend wanted to go, and I was pleasantly surprised to see one of the best movies I've seen this year. I was first struck by the art work... not the CG/animation but the artwork, the backgrounds and sets of the scenes. They're stunningly beautiful, as is the soundtrack. Then the story pulled me in, even the minor things like why a Panda has a goose for a father. I really liked the ""Crouching Tiger, Hidden Dragon""-type action scenes; they were really well done, using the characteristics of each character to add to what the character was able to do. The villain was especially well done, intimidating but not over-the-top scary that would scare small children. (There were many children in the theatre of course, but the movie kept them interested apparently because they were all well-behaved, engrossed in the movie.) The acting was well done as well. I'd wondered if Jack Black would be as funny when you can't see his physical humor, but I shouldn't have worried. I read a review of the movie this week that said Angelina Jolie wasn't very good. I'm not really a fan of hers, but I don't know what movie that reviewer saw; I thought she was great. In fact, I wish there had been more scenes and actions with the 5 Kung Fu warriors, the Monkey, the Snake, the Mantis, the Tiger and the Stork. They were all excellent as was the Kung Fu Master, voiced by Dustin Hoffman. Hopefully, there will be a sequel (done as well as this one was) and we will see more of those characters, and find out about Po's father.",8 June 2008
Awesomely Skadooshilicious,9,"Kung Fu Panda is both a send-up of and a tribute to the kung-fu genre, and it works. Innocent eyes will goggle at the beautifully rendered characters, break-neck action, and gentle humor; more experienced viewers will laugh at loud at all of the kung fu movie clichés... a hopeless loser that goes from zero to hero in about one day of intense training... a promising but evil student who turns against his master... the wise, ancient master... the prophesy... the various forms of animal-style kung-fu practiced by actual creatures of the correct type... it's all there, without any wires, and without the awful dialogue you would expect from a chop-sockey film. Jack Black entertains, and shares some excellent dialogue with Master Sifu, voiced by Dustin Hoffman. The Furious Five, a group of powerful Kung Fu warriors, is voiced by various big-name actors, but somehow, they rarely seemed to get enough voice-time to justify those big salaries - particularly Jackie Chan (Monkey), who had about three lines of dialogue. Presumably they based Monkey's movements on some of Jackie's more inspired moves from the past. This is where the film lost a point. An honorable mention should be given to James Hong, who voices Po's (Jack Black, the Panda) father's voice - apparently, PO is the son of a goose who owns a noodle shop. Ian McShane also deserves mention as Tai Lung, the immensely powerful evil Snow Leopard kung-fu master who must escape from prison and return to the valley in order to fulfill PO's destiny. See this movie. It brought awesomeness back to a genre that has seen a lot of crap in the past 5 years (anything with Star Wars in the title, anything starring Jackie Chan, anything directed by the Wachowski Brothers...), and it's even clean enough to bring your kids to. And to any naysayers, I say to you... SKA-DOOSH.",9 June 2008
Good,7,"I am not a big fan of Dreamworks' non-Aardman movies after Shrek. They used too many jokes, pop-culture references etc. instead of serving real story with real characters. The only exception is, I think, Over the Hedge, which, while not really Pixar-standard, is one where they didn't overuse pop-culture references but gave us lovable characters and a good story. I think Kung Fu Panda is closer to Over the Hedge than other Dreamworks-movies. Actually I didn't find real pop-culture references (while there may be a lot of references to martial arts movies - I lack knowledge of them - there is nothing that does not fit to the story and the characters) at all. Slapstick is very childish in the movie; I can understand that, they wanted to sell it to the little ones too. But other than that, and most of the time, it is a beautifully-animated kung-fu movie with great scenery that is more for adults and kung-fu movie lovers than for children. They even give time for character building, although it is only for the Panda and the two masters; others are really one-dimensional (they even don't really have too much screen time for more). The story is nothing new, but maybe that's not something you would expect from a Kung-fu movie. All in all, the movie is much more fun and sensitive but with less jokes than its ads suggest. i did like it even if I didn't love it - maybe you should be a kung-fu fan for the latter.",22 May 2008
A lot better than it looks!,10,"When I first heard the title, I was expecting this to be a movie with stupid, unoriginal humor. Boy, was I wrong!. Don't look at the title and dislike the movie because you have to see it! There was definitely original humor. Adults will adore this movie. Many scenes contained humor that actually made you laugh. I guess you could actually compare this movie to Shrek which was hailed everywhere. Jack Black was the perfect actor for the lead role. I think he should be in more kid movies. He wasn't his normal immature acting. He was serious, yet funny. The whole idea of Kung Fu Panda may seem a bit ""questionable"", but don't believe that. You HAVE to see this movie!",30 June 2008
Kung Fu Panda is a good movie,9,"I must admit I was a little skeptical going in to watch this movie, the main reason being, Dreamworks, in my opinion, has not produced a good movie since Shrek. By good movie I mean, a movie with a good story, heart, and humor. The Shrek sequels and other movies from the studio have all been corny and shallow, utilizing big name voices but with little in the manner of storyline and heart. Pixar, did exactly the opposite. Avoiding big names as much as they could except for where they felt it was necessary to help the storyline. Pixar put movie first, then voice actors. Dreamworks the reverse. And look at which company does better. Pixar of course! A good friend told me that Kung Fu Panda was 'friggin Awesome', so I decided to take a chance. The trailers looked interesting. A little different from Dreamworks' typical approach of touting voices and funny scenes. Kung Fu Panda does have its fair share of voices, with Angelina Jolie, Lucy Liu, and Dustin Hoffman. But the trailers did not focus on the voices at all, which led me to believe that this might be something new.So it started. I was mesmerized by the stylized opening sequence. I'm sure many an animator would take note of the work. It left me intrigued and interested. It also got me to smile and set me up for what was to come. The opening sequence is important. Make sure you don't get late and miss it.The movie then switches into the normal style of 3D animation that we have become so familiar with in recent years. Kung Fu Panda has a lot of talking animals in it, and no humans at all. Jack Black plays Po, the Panda, who works in a noodle shop assisting his father (a goose?). He dreams of learning Kung Fu, and is a big fan of the fearsome five, a group of five animals who are experts within their animal talents. He is a true fan boy, and owns action figures of each of them. The story unfolds in a way that is not too unexpected. Po, our unlikely lovable hero, has to eventually defeat Tai Lung, and save everyone.Interestingly, I found that the style of story had some similarities to Chinese folklore. The storyline intentionally encompasses Chinese culture and tradition to a degree. A rare thing to behold. I loved the effort.Kung Fu Panda will appeal to all ages. For the young, the motivational message that comes towards the end. And for the older, an enchanting work of great entertainment. I was entertained.Kung Fu Panda is a good movie, and is reminiscent of the days when Dreamworks came up with Shrek. Now go see it and enjoy yourself!",19 June 2008
Definitely worth the wait,8,"This animation i have to say is one of the best i've seen and i'm not a fan of pixar type 3D animation (ie Find Nemo, Shrek etc...) since they're too much for kids. But this animation is worth the hype and the wait. Not only is it entertaining/funny but also has a moral to the story which we all should learn from (both adults and children).The graphics is excellent, story is simple/typical (aren't majority of them nowadays) but the moral included makes this animation not only for kids but for everyone.Generally i don't want any sequels to be made since they are just for money grabbing reasons but for this one i hope they make a trilogy since i really LOVE PO.",18 June 2008
Jack Black and his AWESOMENES!!!,9,"Well if your looking for a good time this movie is definitely for you..The animation, CGI is done so well that even if I'm 20 i feel like an 8 year old watching a movie.The humor made me laugh but more than that there was meaning and depth into the dialogue which makes this film a classic. The voice of Jack Black paired up well with Po the Panda giving the movie a genuine feel.""There are no accidents"" And me giving this movie a 9 ain't no accident! ENJOY!!",18 June 2008
Spectacular Movie!,10,"Kung Fu Panda is one of the best animation movie I have ever seen. It has excellent animation; everything seems so realistic. The voice for the characters were a perfect match for in the movie. Throughout the movie, there are many scenes where you laugh until you can't anymore.The story line was pretty good. It is just like any other animation movie. The only thing that sets this movie different from others is the laughter, adventure, and kung fu style.This is a great family movie, but I suggest about letting little kids watching it because of the kung fu, action fighting thing. Other than that, its a great movie for kids and adults too. You'll love it until the end and will want to watch it again. It will definitely be worth your while.",12 June 2008
Panderous Fun!,8,"(In the style of the 70's disco hit song ""Kung Fu Fighting"")Everybody is watching ""Kung Fu Panda"" That fat panda is getting many sightings Even though at the start the Kung Fun Panda is not a little bit frightening He comes through with expert timing There were funky animated characters again From funky Paramount Animation town They were drawing them up and they were drawing them down It's an ancient Movie art and every Panda creator knew their part From drawing the Panda slips and see him kicking from his gut-covered hipEverybody will love ""Kung Fu Panda"" Jack Black was great as Panda Even though the Black was not a little bit frightening But he delivered laughs with expert timing There was a funky master Shifu with his Furious Fighting Five There comes a villain tiger Tai Lung, he gets it on I took and bow and made a stand, started clapping with my hands The vocal motion from these actors made me trip, and now we're into these film stripsAll the vocal acting was great in ""Kung Fu Panda"" Dustin Hoffman's voice work as Shifu was very delighting Angelina Jolie, Jackie Chan, Seth Rogen, David Cross, and Lucy Liu were also striking as the Furious Five and even Ian McShane as Tai Lung was also wonderfully frighteningEverybody should see ""Kung Fun Panda"" Go as fast as lightning Because the theatres are getting packed and is a many people sighting (End of song)I know this review has been a little frightening, but I hope it brought you some laughs with extra smiling. Even though it had some minor scrip flaws, everybody will love ""Kung Fu Panda""! YAAAA! **** Good",8 June 2008
Excellent movie!,10,"I found this movie to have a perfect combination of humor, hilarious situations and great graphics. I've seen it several times already, I still laugh during the movie, even though I know what to expect. It's just too funny not to laugh! It's one of those movies you can switch to if you don't like the movie you're watching. A guaranteed 1.5 hours of laughter! It deserves a 9+ rating, at least. It's difficult to envision what kind of person would not enjoy this film. Most of the good jokes require some mental abilities, so I assume somebody with a low IQ will not find this movie too interesting (hence the < 8 ratings?). It's smart, it's funny, it's awesome!If you enjoyed Madagascar, Shrek, Surf's Up or Happy Feet, you will love Kung Fu Panda!",2 July 2008
Great Film for All,10,"I was ready to see this film and anticipating it for months, and it delivered. Although some will say that it could have been funnier, I was pleased and laughed hard throughout. It is full of great voice talents that make the characters shine; even characters that are only there for a small amount of time.In the first two minutes of the film there is a dream sequence that is laugh out loud hysterical! I was practically crying; and turned to my friend to tell her, ""That was worth the price of admission, alone."" Jack Black makes a great voice and really brings the fat panda to life. He has just the right amount of comic relief and seriousness to make you connect with his character and really believe in him.Everyone I was with laughed hard and left with a smile on their face. I will definitely put this one in my list of movies to buy on DVD.",10 June 2008
"Kung Fu Panda is a great animated film, but not just animated either",8,"I have to say before watching this movie and hearing the title I thought to myself that it has to be the dumbest name for a film ever. The film looked like it was going to suck judging from the trailers.But as it turned out after watching this I found myself engaged and interested in what was going on. This movie is a perfect example of never judge a book by it's cover. The story of the film was very simple yet it was funny, cute, charming, likable and it can be pretty serious at times.The Animation was very impressive and colorful, the facial expressions on the animals looked great and there movements on them were great to. The soundtrack was very good and the action scenes were very entertaining. The acting was good and the characters were all fun to watch. If i had to point any flaws to the film would be two things, the furious five while pretty cool didn't have many lines and it would've been nice to have more development from them. The bad guy Tai lung wasn't a terrible bad guy since he was a cool fighter and he had a good voice that fits him well, but he was underdeveloped and could've been better.Overall Kung Fu panda is a great film that teaches people that they can do anything in life if they put there minds to it no matter what flaws they have.",9 October 2016
"Jack Black's greatest role, and one of the best animated films of the last decade.",9,"""Kung Fu Panda"" hits all the right notes of a terrific animated movie: gorgeous artwork, engaging story and characters, and it's made for everyone - big and small.The titular character is Po (Jack Black), a roly-poly panda with over-sized ambitions to match his girth. Stuck in his workaday job as a noodle-pusher, Po's biggest dream is to be a kung fu master and join the Furious Five, China's legendary superhero team (Angelina Jolie, Jackie Chan, Lucy Liu, David Cross and Seth Rogen). Po is thrown headfirst into training when a prophecy names him the new Dragon Master, to the chagrin of the Five's master Shifu (Dustin Hoffman). Meanwhile, the imprisoned Tai Lung (Ian McShane) has escaped, lusting for vengeance against Shifu, his former master. As the nigh-unstoppable escapee approaches, everything rests on the unlikely Kung Fu Panda.Steeped in Chinese mysticism and showcasing the breathtaking mountainscapes of the Far East, ""Kung Fu Panda"" is a film that is impossible not to like. The frenetic action scenes come fast and furious, while the quiet moments are stocked with inspirational Chinese proverbs and characterization. Much of the humor - and there's plenty of it - centers around the comically overweight panda as he faces off against his kung fu superiors.And Jack Black has found the perfect character for his trademark brand of overwrought hyperactive comedy, which usually borders on obnoxious. But here, it completely fits with the Panda who won't quit. Po is full of heart (as is the film), and his boundless energy and need to reek of awesomeness just makes him one of the most likable characters I've ever seen.And the whole movie is just as likable. No, scratch that.Lovable.9/10",3 January 2012
"Fantastic Movie. Philosophical, Inspiring, Funny",9,"This movie is entertaining and well thought out in many levels. In the most reductive form, its the story of a Panda(an unfit animal for training Kung Fu?) who wants to be a Kung Fu fighter. The movie is about how he eventually gets there, and that he does against many odds in a very entertaining way. That is the inspiring part of the story.If you look a little bit more deeply, we see that the 5 animals that are currently training to be the dragon warrior are monkey, crane, tiger, snake and mantis. They are not chosen by co-incidence, but these are the famous five animal fighting styles taught in Kung Fu.When the funny panda goofs up and unwittingly puts himself in a spot where he gets picked for the dragon warrior, master Shifu is not thrilled, and he does not believe that the panda can be a dragon warrior, and he is determined to make the panda give up and leave. But wise Oogway has faith in his selection. Eventually, master Shifu has to accept the fact that he has to train the panda to be a dragon warrior and in that process Shifu has to relearn his teaching methods as well.After intense training the panda has proved he is worthy and gets to open the dragon scroll, and here is where it reaches a philosophical zenith. When he opens the dragon scroll, he is supposed to see something special that is supposed to give him an advantage over his enemy, and what he sees is an empty scroll with a reflection of his face! The message indirectly conveyed is to have faith in oneself or, that if you truly believe in yourself you could be special, i.e you could achieve the impossible! Panda learns this(the meaning of the scroll) only later when he tries to find out what makes his dad's soup so special!Everybody else (furious five and Shifu), see the scroll as well, but however, it was only the panda who figures out what the empty scroll means. He tries to explain to Tai-Lung as to what the meaning of the scroll is, Tai-Lung does not see the meaning and thinks he is being tricked which eventually leads to his own destruction!Some of the core philosophy behind Kung Fu, is drawn from Buddhism. I cant help drawing a parallel between a famous saying originating from Buddhism- it says ""Before Enlightenment chop wood carry water, after Enlightenment, chop wood carry water."" The difference is only in the frame of mind. Analogous to that, even here after seeing the dragon scroll, panda only had to change its frame of mind to be special.",29 December 2011
An all-star cast wasted on a mediocre script,,"Considering the amazing amount of talented actors involved in this movie I expected a lot more than what this film provided.There were comedic moments but not many laugh out loud ones. The 5 great warriors were very poorly utilized and not given nearly enough screen time, It was pretty lame that they hired great voice talent and followed up by giving them all only a couple of lines.There were 3 great actions scenes but the ending was so anti-climactic that none of them really saved the worth of the movie. The main villain Tai Lung and the story that surrounded him was interesting but once again poorly utilized, especially since the final fight of the movie was completely worthless.",28 July 2008
